ticker;name;country;industry;sector;dividend_rate;dividend_yield;EV/revenue;EV/ebitda;negative_EV/revenue;negative_EV/ebitda;ebitda;ebitda_mean;ebitda_std;negative_ebitda;ebit;ebit_mean;ebit_std;negative_ebit;net_income;net_income_mean;net_income_std;negative_net_income;operating_income;operating_income_mean;operating_income_std;negative_operating_income;gross_profit;gross_profit_mean;gross_profit_std;total_revenue;total_revenue_mean;total_revenue_std;gross_margin;gross_margin_mean;gross_margin_std;ebitda_margin;ebitda_margin_mean;ebitda_margin_std;ebit_margin;ebit_margin_mean;ebit_margin_std;net_margin;net_margin_mean;net_margin_std;roa;roa_mean;roa_std;roe;roe_mean;roe_std;assets_net_worth;assets_net_worth_mean;assets_net_worth_std;participation_of_third_party_capital;participation_of_third_party_capital_mean;participation_of_third_party_capital_std;debit_composition;debit_composition_mean;debit_composition_std;net_debt;net_debt_ebitda;net_debt_ebitda_mean;net_debt_ebitda_std;general_liquidity;general_liquidity_mean;general_liquidity_std;current_liquidity;current_liquidity_mean;current_liquidity_std;dry_liquidity;dry_liquidity_mean;dry_liquidity_std
['ATO'];['Atmos Energy Corporation'];United States;Utilities - Regulated Gas;Utilities;3.48;2.18;7.926;15.843;0.0;0.0;2096380000.0;0.1505;0.0524;0.0;1426408000.0;0.1676;0.0822;0.0;1042895000.0;0.1616;0.0137;0.0;1355362000.0;0.1488;0.1033;0.0;2412357000.0;0.1255;0.0439;4165187000.0;0.0749;0.1132;0.5792;0.0621;0.1436;0.5033;0.0865;0.1535;0.3425;0.1053;0.1817;0.2504;0.0922;0.1105;0.0414;0.0697;0.0411;0.0611;0.034;0.021;1.4764;-0.0311;0.042;0.4612;-0.0805;0.1158;0.0013;-0.6482;0.3856;7821873000.0;3.7311;-0.1065;0.1248;3.2012;0.0658;0.0957;114.8624;11.2265;14.6078;95.9469;13.4341;18.1887
['ADP'];['Automatic Data Processing, Inc.'];United States;Software - Application;Technology;6.16;2.09;6.13;20.822;0.0;0.0;5795600000.0;0.1387;0.0372;0.0;5233700000.0;0.1529;0.0392;0.0;3752000000.0;0.1305;0.0236;0.0;3956500000.0;0.1099;0.0496;0.0;7701200000.0;0.0904;0.0197;18177900000.0;0.0764;0.018;0.4237;0.0131;0.0097;0.3188;0.0582;0.039;0.2879;0.0713;0.0397;0.2064;0.0504;0.0208;0.069;0.113;0.2324;0.0741;0.116;0.2461;1.0731;-0.0002;0.0111;0.0667;0.0195;0.1841;0.1141;2.243;1.97;791900000.0;0.1366;0.1497;0.8613;16.0994;0.0129;0.1772;118.1694;-0.4924;0.3462;;;
['AZO'];['AutoZone, Inc.'];United States;Auto Parts;Consumer Cyclical;;;3.899;16.852;0.0;0.0;4349775000.0;0.0902;0.0149;0.0;3800020000.0;0.0883;0.0192;0.0;2662427000.0;0.0711;0.0346;0.0;3788708000.0;0.0878;0.02;0.0;9817052000.0;0.0836;0.0111;18490268000.0;0.0814;0.0217;0.5309;0.0022;0.0142;0.2352;0.0083;0.0158;0.2055;0.0065;0.0163;0.144;-0.0098;0.0161;0.155;0.0128;0.0368;0.5536;0.1716;0.0506;3.5713;0.1579;0.0571;;;;;;;12068797000.0;2.7746;0.098;0.0481;;;;;;;;;
['AVB'];['AvalonBay Communities, Inc.'];United States;REIT - Residential;Real Estate;7.0;3.39;12.652;20.684;0.0;0.0;2156062000.0;0.0322;0.0983;0.0;1309209000.0;0.0316;0.1438;0.0;1081994000.0;0.038;0.1568;0.0;915750000.0;0.1479;0.1023;0.0;1840300000.0;0.0863;0.0548;2913757000.0;0.0834;0.0336;0.6316;0.0022;0.0192;0.74;-0.0473;0.0863;0.4493;-0.0479;0.1299;0.3713;-0.0421;0.1425;0.0515;0.0185;0.1503;0.0849;0.0087;0.1623;1.6471;-0.0125;0.0157;;;;;;;8141955000.0;3.7763;-0.0113;0.0822;;;;;;;;;
['AVY'];['Avery Dennison Corporation'];United States;Packaging & Containers;Consumer Cyclical;3.52;2.03;1.948;11.933;0.0;0.0;1382700000.0;0.0347;0.1776;0.0;1070500000.0;0.0287;0.2305;0.0;704900000.0;0.0296;0.3009;0.0;1115400000.0;0.0213;0.1063;0.0;2530700000.0;0.0327;0.0671;8755700000.0;0.0157;0.065;0.289;0.0173;0.0388;0.1579;0.0134;0.1299;0.1223;0.0057;0.1863;0.0805;0.003;0.2565;0.0839;0.0128;0.296;0.1342;0.0001;0.2768;1.6002;-0.0076;0.0177;0.6002;-0.019;0.0447;0.1879;0.2843;0.4208;2823100000.0;2.0417;-0.0088;0.2167;2.6661;0.0131;0.029;5.1979;-0.1115;0.2571;3.5465;-0.0962;0.2814
['TECH'];['Bio-Techne Corporation'];United States;Biotechnology;Healthcare;0.32;0.63;6.894;26.638;0.0;0.0;313136000.0;0.1486;0.3976;0.0;201425000.0;0.2078;0.5559;0.0;168105000.0;0.1918;0.5596;0.0;242895000.0;0.0125;0.1582;0.0;769725000.0;0.071;0.0883;1159060000.0;0.0784;0.0772;0.6641;-0.0076;0.0107;0.2702;0.0469;0.2955;0.1738;0.0925;0.4326;0.145;0.0765;0.4323;0.0622;0.1333;0.5681;0.0736;0.1074;0.5231;1.1837;-0.0116;0.0363;;;;;;;267747000.0;0.8551;0.1539;0.5261;;;;;;;;;
['BLK'];['BlackRock, Inc.'];United States;Asset Management;Financial Services;20.84;2.27;6.848;17.011;0.0;0.0;9362000000.0;0.038;0.1787;0.0;8833000000.0;0.0358;0.1844;0.0;6369000000.0;0.0326;0.1163;0.0;7538000000.0;0.011;0.1349;0.0;10086000000.0;0.019;0.1171;20407000000.0;0.0215;0.0913;0.4942;-0.0047;0.0249;0.4588;0.0108;0.1185;0.4328;0.0085;0.1262;0.3121;0.0092;0.046;0.0459;0.0599;0.0547;0.0512;0.0765;0.054;1.1143;0.0152;0.0082;;;;;;;1460000000.0;0.1559;-86.4794;122.3442;;;;;;;;;
['BKNG'];['Booking Holdings Inc.'];United States;Travel Services;Consumer Cyclical;38.4;0.8;6.719;19.499;0.0;0.0;9338000000.0;0.6031;0.3204;0.0;8587000000.0;0.7409;0.4678;0.0;5882000000.0;0.7996;0.5837;0.0;7555000000.0;0.4942;0.3937;0.0;;;;23739000000.0;0.3069;0.1875;;;;0.3934;0.2181;0.0718;0.3617;0.3105;0.1607;0.2478;0.3465;0.2423;0.2123;0.704;0.5351;0.5535;0.892;0.5747;2.6073;0.1125;0.0908;1.5619;0.2212;0.1763;0.1051;0.4791;1.4162;917000000.0;0.0982;0.733;1.0528;1.6694;-0.0812;0.0541;11.7427;1.1359;1.9213;;;
['BSX'];['Boston Scientific Corporation'];United States;Medical Devices;Healthcare;;;9.132;34.802;0.0;0.0;3856000000.0;0.156;0.0704;0.0;2587000000.0;0.2278;0.1195;0.0;1854000000.0;0.3722;0.6743;0.0;3002000000.0;0.1818;0.0518;0.0;11490000000.0;0.1208;0.0394;16747000000.0;0.1219;0.0446;0.6861;-0.0008;0.0093;0.2303;0.0317;0.0677;0.1545;0.0958;0.1108;0.1107;0.2172;0.5964;0.0471;0.2708;0.6107;0.0656;0.2594;0.5911;1.3946;-0.0047;0.0166;0.376;-0.0167;0.0577;0.1674;8.8294;11.8748;10733000000.0;2.7835;-0.0169;0.1199;3.7096;0.0148;0.0418;3.892;3.0864;5.5257;2.3116;2.7123;5.0081
['AVGO'];['Broadcom Inc.'];United States;Semiconductors;Technology;2.36;1.25;1.957;3.7;0.0;0.0;23879000000.0;0.1796;0.0951;0.0;13869000000.0;0.2159;0.3312;0.0;5895000000.0;0.1167;0.5313;0.0;14996000000.0;0.2371;0.3066;0.0;32509000000.0;0.2486;0.0928;51574000000.0;0.2428;0.1493;0.6303;0.0116;0.0716;0.463;-0.0402;0.1133;0.2689;0.0081;0.3235;0.1143;-0.0543;0.4765;0.0356;0.059;0.6552;0.0601;0.0619;0.692;1.6889;-0.0643;0.1112;0.6885;-0.1187;0.2068;0.0184;0.9651;1.4431;58218000000.0;2.438;0.2054;0.5643;2.453;0.0984;0.1565;15.739;-0.2662;0.3631;14.3253;-0.2711;0.3623
['BR'];['Broadridge Financial Solutions, Inc.'];United States;Information Technology Services;Technology;3.52;1.48;4.705;19.175;0.0;0.0;1505500000.0;0.1142;0.0083;0.0;1027600000.0;0.1127;0.0935;0.0;698100000.0;0.0871;0.0768;0.0;1017100000.0;0.1461;0.0625;0.0;1933900000.0;0.1078;0.0174;6506800000.0;0.0928;0.036;0.2972;0.0147;0.0319;0.2314;0.0204;0.0275;0.1579;0.0217;0.1151;0.1073;-0.0018;0.101;0.0847;0.0818;0.076;0.1496;0.0256;0.0608;1.7667;-0.0503;0.0342;;;;;;;3272500000.0;2.1737;-0.1538;0.0365;;;;;;;;;
['BRO'];['Brown & Brown, Inc.'];United States;Insurance Brokers;Financial Services;0.6;0.51;7.866;23.223;0.0;0.0;1726000000.0;0.2094;0.0703;0.0;1504000000.0;0.2228;0.0793;0.0;993000000.0;0.1936;0.0723;0.0;1367000000.0;0.1699;0.0309;0.0;2299000000.0;0.1776;0.0429;4705000000.0;0.156;0.0255;0.4886;0.0187;0.033;0.3668;0.0453;0.0387;0.3197;0.0569;0.0465;0.2111;0.0322;0.0504;0.0564;-0.0056;0.17;0.0733;-0.0119;0.1276;1.2996;0.0028;0.0689;0.2822;0.0593;0.3142;0.0588;0.9255;1.1183;3385000000.0;1.9612;0.1643;0.486;4.6056;0.0042;0.1945;30.7733;0.3728;1.4438;;;
['CDNS'];['Cadence Design Systems, Inc.'];United States;Software - Application;Technology;;;16.608;48.598;0.0;0.0;1666833000.0;0.2229;0.0717;0.0;1471818000.0;0.2369;0.0995;0.0;1055484000.0;0.1533;0.0987;0.0;1374528000.0;0.2149;0.122;0.0;3993762000.0;0.1427;0.0397;4641264000.0;0.1583;0.0244;0.8605;-0.0137;0.0165;0.3591;0.0549;0.0405;0.3171;0.0666;0.0645;0.2274;-0.0051;0.0742;0.1176;-0.0691;0.2073;0.1652;-0.0102;0.1521;1.4046;0.085;0.1058;;;;;;;-58954000.0;-0.0354;-14.1455;18.7367;;;;;;;;;
['CPT'];['Camden Property Trust'];United States;REIT - Residential;Real Estate;4.2;3.68;10.102;17.78;0.0;0.0;885595000.0;0.0818;0.3866;0.0;303581000.0;0.0495;0.5975;0.0;163293000.0;0.0575;0.7778;0.0;297264000.0;0.1042;0.136;0.0;944506000.0;0.1141;0.1254;1543842000.0;0.1097;0.1008;0.6118;0.0021;0.0214;0.5736;-0.0464;0.2511;0.1966;-0.0926;0.4344;0.1058;-0.0991;0.5894;0.0184;-0.0396;0.6265;0.0304;-0.0423;0.6221;1.6495;-0.002;0.003;;;;;;;3464546000.0;3.9121;0.0963;0.1613;;;;;;;;;
['CAT'];['Caterpillar Inc.'];United States;Farm & Heavy Construction Machinery;Industrials;5.64;1.84;2.77;11.473;0.0;0.0;16038000000.0;0.1435;0.1644;0.0;13885000000.0;0.1855;0.205;0.0;10792000000.0;0.2063;0.237;0.0;13072000000.0;0.2535;0.1892;0.0;23324000000.0;0.1661;0.133;64809000000.0;0.0869;0.0866;0.3599;0.072;0.0758;0.2475;0.0542;0.1358;0.2142;0.0912;0.1647;0.1665;0.1109;0.1971;0.123;0.1762;0.1892;0.2187;0.1603;0.1673;1.7782;-0.0111;0.0167;0.7803;-0.0227;0.0386;0.2871;-0.0166;0.143;31520000000.0;1.9653;-0.0785;0.1224;2.2789;0.0128;0.0233;4.1311;0.044;0.1134;2.6094;0.0184;0.0958
['CBOE'];['Cboe Global Markets, Inc.'];United States;Financial Data & Stock Exchanges;Financial Services;2.52;1.18;5.577;17.49;0.0;0.0;1268300000.0;0.2005;0.5268;0.0;1135300000.0;0.2959;0.6964;0.0;764900000.0;0.5629;1.2077;0.0;1180700000.0;0.1291;0.0371;0.0;1610000000.0;0.1074;0.0379;4094500000.0;0.057;0.0759;0.3932;0.0515;0.0605;0.3098;0.1791;0.606;0.2773;0.2823;0.7816;0.1868;0.5718;1.3091;0.0982;0.4751;1.1185;0.1236;0.4166;1.0188;1.2584;-0.0;0.06;;;;;;;679000000.0;0.5354;-0.0094;0.6858;;;;;;;;;
['CDW'];['CDW Corporation'];United States;Information Technology Services;Technology;2.5;1.57;1.272;13.688;0.0;0.0;1925200000.0;0.0612;0.1184;0.0;1649900000.0;0.0489;0.0997;0.0;1077800000.0;0.0314;0.0682;0.0;1651300000.0;0.058;0.1167;0.0;4602400000.0;0.0984;0.1519;20998700000.0;0.0077;0.0998;0.2192;0.0871;0.0597;0.0917;0.0523;0.0323;0.0786;0.0419;0.0316;0.0513;0.0273;0.053;0.0734;-0.0015;0.1031;0.1241;-0.0969;0.0446;1.6898;-0.0901;0.0586;0.6726;-0.1753;0.0976;0.0404;2.9895;5.263;5488400000.0;2.8508;-0.1131;0.1666;2.5122;0.111;0.0659;31.2684;2.4608;3.0248;28.7014;2.5417;3.1009
['CF'];['CF Industries Holdings, Inc.'];United States;Agricultural Inputs;Basic Materials;2.0;2.59;2.922;6.545;0.0;0.0;2826000000.0;0.2653;0.8219;0.0;1901000000.0;0.4654;1.2078;0.0;1218000000.0;0.6345;1.4313;0.0;1711000000.0;0.2383;0.9394;0.0;2056000000.0;0.2325;0.8781;5936000000.0;0.0663;0.4722;0.3464;0.0234;0.2994;0.4761;0.0842;0.2325;0.3202;0.1593;0.4901;0.2052;0.2644;0.6155;0.0905;0.5555;1.31;0.1192;0.472;1.1888;1.3176;-0.0259;0.0401;;;;;;;1632000000.0;0.5775;0.4371;0.9775;;;;;;;;;
['CHTR'];['Charter Communications, Inc.'];United States;Telecom Services;Communication Services;;;2.695;6.779;0.0;0.0;21404000000.0;0.0272;0.0275;0.0;12731000000.0;0.0707;0.0623;0.0;5083000000.0;0.0344;0.0947;0.0;13245000000.0;0.0695;0.0441;0.0;30777000000.0;0.1002;0.1118;55085000000.0;0.0216;0.0168;0.5587;0.0754;0.0908;0.3886;0.0054;0.0181;0.2311;0.0474;0.0458;0.0923;0.0121;0.0891;0.0339;0.0165;0.093;0.0937;0.0143;0.126;2.765;-0.0031;0.073;1.765;-0.0016;0.1131;0.0267;0.0495;0.4576;95304000000.0;4.4526;-0.0114;0.0296;1.5666;0.003;0.0388;1.6555;0.2826;0.6874;;;
['CVX'];['Chevron Corporation'];United States;Oil & Gas Integrated;Energy;6.84;4.92;1.373;6.699;0.0;0.0;45811000000.0;0.1246;0.4203;0.0;28100000000.0;0.2598;0.7104;0.0;17661000000.0;0.2329;0.7389;0.0;18917000000.0;0.2823;0.8396;0.0;56926000000.0;0.1291;0.3568;193414000000.0;0.1108;0.2919;0.2943;0.0039;0.0508;0.2369;-0.0156;0.11;0.1453;0.0505;0.3203;0.0913;0.0205;0.3419;0.0687;0.1817;0.6644;0.076;0.1526;0.6195;1.1056;-0.0129;0.0253;0.103;-0.0849;0.2356;0.1816;5.8706;5.0388;17760000000.0;0.3877;0.5755;1.2286;10.7339;0.1434;0.2541;9.4092;0.2039;1.5125;7.3222;0.1451;1.4253
['CMG'];['Chipotle Mexican Grill, Inc.'];United States;Restaurants;Consumer Cyclical;;;6.091;30.015;0.0;0.0;2320209000.0;0.2845;0.072;0.0;1985179000.0;0.3322;0.0893;0.0;1534110000.0;0.3307;0.0583;0.0;1985179000.0;0.3322;0.0893;0.0;3017692000.0;0.2097;0.0356;11313853000.0;0.1445;0.0012;0.2667;0.0569;0.0324;0.2051;0.1223;0.0638;0.1755;0.1642;0.0789;0.1356;0.1629;0.0522;0.1667;0.1971;0.0956;0.3289;0.1708;0.127;1.9736;-0.0234;0.0373;;;;;;;3792081000.0;1.6344;-0.1256;0.0526;;;;;;;;;
['CHD'];['Church & Dwight Co., Inc.'];United States;Household & Personal Products;Consumer Defensive;1.18;1.18;4.272;19.011;0.0;0.0;1090400000.0;0.0136;0.3996;0.0;851300000.0;0.0377;0.5185;0.0;585300000.0;0.0335;0.5712;0.0;1164200000.0;0.1413;0.4968;0.0;2790100000.0;0.0741;0.0639;6107100000.0;0.056;0.0252;0.4569;0.0165;0.0407;0.1785;-0.0487;0.3504;0.1394;-0.0282;0.4612;0.0958;-0.0335;0.5106;0.0659;0.0015;0.56;0.0876;-0.0422;0.5193;1.3301;-0.0329;0.0235;;;;;;;1240500000.0;1.1377;-0.0365;0.4721;;;;;;;;;
['CTAS'];['Cintas Corporation'];United States;Specialty Business Services;Industrials;1.56;0.74;8.591;32.706;0.0;0.0;2516759000.0;0.1237;0.0098;0.0;2074375000.0;0.1439;0.0055;0.0;1571592000.0;0.123;0.0316;0.0;2068633000.0;0.1429;0.0052;0.0;4686416000.0;0.1226;0.0217;9596615000.0;0.1049;0.0138;0.4883;0.016;0.0168;0.2623;0.0173;0.0213;0.2162;0.0355;0.0177;0.1638;0.017;0.0411;0.1714;0.0837;0.0347;0.2418;0.0669;0.092;1.4104;-0.0171;0.0539;;;;;;;2326065000.0;0.9242;-0.0822;0.1683;;;;;;;;;
['CME'];['CME Group Inc.'];United States;Financial Data & Stock Exchanges;Financial Services;10.8;4.1;15.391;21.846;0.0;0.0;5039100000.0;0.0883;0.0571;0.0;4702300000.0;0.1009;0.0613;0.0;3525800000.0;0.1042;0.0732;0.0;3931500000.0;0.1412;0.0022;0.0;5279800000.0;0.1108;0.0025;6130100000.0;0.0935;0.0172;0.8613;0.016;0.0138;0.822;-0.0053;0.0376;0.7671;0.0061;0.0413;0.5752;0.009;0.0521;0.0257;0.2661;0.2526;0.0263;0.269;0.2496;1.0256;0.0026;0.0034;;;;;;;535600000.0;0.1063;-0.0892;0.2224;;;;;;;;;
['KO'];['The Coca-Cola Company'];United States;Beverages - Non-Alcoholic;Consumer Defensive;2.04;2.81;7.342;22.471;0.0;0.0;15817000000.0;0.0119;0.096;0.0;14742000000.0;0.0222;0.1045;0.0;10631000000.0;0.0306;0.0655;0.0;14022000000.0;0.083;0.009;0.0;28737000000.0;0.0725;0.0139;47061000000.0;0.0683;0.0344;0.6106;0.0048;0.0283;0.3361;-0.0502;0.108;0.3133;-0.0405;0.1151;0.2259;-0.0341;0.0725;0.1057;0.0076;0.0431;0.1897;0.0022;0.0593;1.7947;-0.0057;0.0342;0.7947;-0.0108;0.0768;0.0482;0.0503;0.8163;33694000000.0;2.1302;-0.001;0.0161;2.2584;0.0088;0.0461;12.1085;0.7114;0.9999;9.9064;0.673;0.9716
['CTSH'];['Cognizant Technology Solutions Corporation'];United States;Information Technology Services;Technology;1.24;1.72;1.77;9.927;0.0;0.0;3534000000.0;0.0134;0.0531;0.0;2992000000.0;0.02;0.0626;0.0;2240000000.0;0.0179;0.0637;0.0;3026000000.0;0.0235;0.029;0.0;6778000000.0;-0.0057;0.0254;19736000000.0;0.0219;0.022;0.3434;-0.0271;0.0146;0.1791;-0.0089;0.0353;0.1516;-0.0025;0.0446;0.1135;-0.0048;0.0449;0.1122;-0.0187;0.0718;0.1212;-0.0247;0.0744;1.0801;-0.0064;0.0078;0.0491;0.0751;0.1735;0.0363;0.6939;1.756;-751000000.0;-0.2125;1.2704;1.4707;21.989;-0.0551;0.1309;227.3939;0.9836;1.9455;;;
['CL'];['Colgate-Palmolive Company'];United States;Household & Personal Products;Consumer Defensive;2.08;2.24;4.12;17.058;0.0;0.0;4853000000.0;0.0997;0.1511;0.0;4248000000.0;0.1128;0.1736;0.0;2889000000.0;0.1229;0.2117;0.0;4330000000.0;0.0382;0.0848;0.0;12161000000.0;0.0556;0.0496;20101000000.0;0.0491;0.0239;0.605;0.0059;0.0348;0.2414;0.0462;0.1268;0.2113;0.0583;0.1476;0.1437;0.0683;0.1908;0.18;0.1024;0.223;0.3835;0.0924;0.1273;2.1298;0.0125;0.11;1.0551;0.038;0.2213;0.083;4.2916;5.7142;7416000000.0;1.5281;-0.0296;0.2713;2.0186;-0.0048;0.0927;8.0561;-0.0153;0.9964;5.0455;-0.0423;0.9585
['CMCSA'];['Comcast Corporation'];United States;Telecom Services;Communication Services;1.32;3.98;1.754;5.668;0.0;0.0;37609000000.0;0.0446;0.2968;0.0;22807000000.0;0.1187;0.5475;0.0;16192000000.0;0.4323;1.05;0.0;23298000000.0;0.0389;0.0362;0.0;86705000000.0;0.0364;0.0222;123731000000.0;0.0208;0.0173;0.7008;0.0153;0.0079;0.304;0.0284;0.3081;0.1843;0.105;0.5569;0.1309;0.4205;1.057;0.0608;0.4113;1.0023;0.0969;0.3898;0.9544;1.593;0.0056;0.0317;0.593;0.0176;0.0847;0.0495;0.455;0.6365;91771000000.0;2.4401;0.0476;0.3159;2.6864;-0.0074;0.0521;5.4618;-0.1756;0.2572;;;
['COP'];['ConocoPhillips'];United States;Oil & Gas E&P;Energy;3.12;3.4;2.41;5.596;0.0;0.0;24379000000.0;0.1308;0.4461;0.0;14780000000.0;0.1868;0.6656;0.0;9245000000.0;0.2475;0.7601;0.0;12783000000.0;0.1834;0.6634;0.0;16383000000.0;0.1796;0.6147;54745000000.0;0.1344;0.4226;0.2993;-0.0141;0.1453;0.4453;-0.0107;0.0206;0.27;-0.0209;0.1821;0.1689;0.0118;0.2398;0.0753;0.1559;0.7636;0.0939;0.1223;0.7054;1.2471;-0.0086;0.032;0.2375;-0.0187;0.1718;0.0318;0.9856;2.1836;18717000000.0;0.7678;0.2485;0.627;5.2506;0.0386;0.1621;21.0592;2.1203;3.532;18.6245;2.141;3.5796
['CPRT'];['Copart, Inc.'];United States;Specialty Business Services;Industrials;;;12.474;30.721;0.0;0.0;1762279000.0;0.1199;0.0582;0.0;1572023000.0;0.1162;0.067;0.0;1363020000.0;0.1336;0.0257;0.0;1572023000.0;0.1162;0.067;0.0;1907252000.0;0.1251;0.0505;4236823000.0;0.1668;0.0944;0.4502;-0.033;0.0349;0.4159;-0.0381;0.0269;0.371;-0.0419;0.0201;0.3217;-0.0239;0.0578;0.1617;-0.075;0.0534;0.164;-0.1086;0.0124;1.0143;-0.0339;0.0419;;;;;;;-1395378000.0;-0.7918;0.3835;0.5752;;;;;;;;;
['CPAY'];['Corpay, Inc.'];United States;Software - Infrastructure;Technology;;;7.332;13.832;0.0;0.0;2119244000.0;0.1215;0.0491;0.0;1768156000.0;0.1322;0.054;0.0;1003746000.0;0.0627;0.0525;0.0;1755847000.0;0.1231;0.0455;0.0;3105504000.0;0.1105;0.0467;3974589000.0;0.1212;0.0643;0.7813;-0.0087;0.0166;0.5332;0.0014;0.03;0.4449;0.011;0.0359;0.2525;-0.0519;0.0129;0.0559;-0.0334;0.0843;0.1008;-0.025;0.1597;1.8027;0.0038;0.0913;0.8027;0.0182;0.1928;0.3464;0.1174;0.1368;6442438000.0;3.04;0.0183;0.133;2.2457;0.006;0.1071;3.1321;-0.0225;0.2191;;;
['COST'];['Costco Wholesale Corporation'];United States;Discount Stores;Consumer Defensive;5.2;0.53;1.619;35.425;0.0;0.0;12146000000.0;0.1209;0.0271;0.0;9909000000.0;0.1315;0.0367;0.0;7367000000.0;0.1383;0.0436;0.0;9285000000.0;0.1157;0.0532;0.0;32095000000.0;0.0833;0.0064;254453000000.0;0.092;0.0474;0.1261;-0.0064;0.0365;0.0477;0.0272;0.0368;0.0389;0.0365;0.0377;0.029;0.0437;0.0508;0.1055;0.0787;0.0636;0.1197;0.0571;0.0646;1.1344;-0.0202;0.0105;0.0958;-0.1417;0.0558;0.0175;4.0965;7.0602;-1634000000.0;-0.1345;0.6736;1.5368;11.8418;0.1457;0.0649;332.4854;6.4068;5.2562;151.4466;5.3963;4.5403
['CTRA'];['Coterra Energy Inc.'];United States;Oil & Gas E&P;Energy;0.88;3.46;4.048;6.58;0.0;0.0;3308000000.0;0.4893;1.1103;0.0;1463000000.0;0.4794;1.3306;0.0;1121000000.0;0.5333;1.403;0.0;1386000000.0;0.4613;1.3225;0.0;1995000000.0;0.4274;1.1865;5458000000.0;0.4002;0.8725;0.3655;-0.1106;0.209;0.6061;-0.017;0.13;0.268;-0.12;0.2833;0.2054;-0.1009;0.3151;0.0518;0.5037;1.3912;0.0629;0.4566;1.2987;1.2133;0.0018;0.0473;;;;;;;1764000000.0;0.5333;0.0083;0.5322;;;;;;;;;
['CMI'];['Cummins Inc.'];United States;Specialty Industrial Machinery;Industrials;7.28;2.48;1.375;9.681;0.0;0.0;6338000000.0;0.3232;0.558;0.0;5273000000.0;0.4509;0.8525;0.0;3946000000.0;1.2399;2.2291;0.0;3382000000.0;0.1595;0.1107;0.0;8439000000.0;0.1435;0.0874;34102000000.0;0.1277;0.0914;0.2475;0.0144;0.0054;0.1859;0.2241;0.6244;0.1546;0.3608;0.9118;0.1157;1.1674;2.2675;0.1251;1.1843;2.3094;0.1648;1.2492;2.3582;1.3174;0.0225;0.0724;0.2948;0.1633;0.3666;0.3223;0.6217;1.0382;5927000000.0;0.9352;0.4805;0.9982;4.4681;-0.0498;0.2299;6.4844;-0.0417;0.6865;3.9604;-0.0376;0.7109
['DRI'];['Darden Restaurants, Inc.'];United States;Restaurants;Consumer Cyclical;5.6;2.79;2.645;16.771;0.0;0.0;1778600000.0;0.2332;0.2216;0.0;1318700000.0;0.3145;0.3539;0.0;1027600000.0;0.197;0.2243;0.0;1326600000.0;0.3036;0.332;0.0;2410200000.0;0.179;0.12;11390000000.0;0.1711;0.1182;0.2116;0.0075;0.0441;0.1562;0.0455;0.0814;0.1158;0.1045;0.1786;0.0902;0.0135;0.0829;0.0908;0.1858;0.2877;0.1743;0.1776;0.2796;1.9207;-0.0055;0.0201;;;;;;;5233000000.0;2.9422;-0.0873;0.1399;;;;;;;;;
['DVA'];['DaVita Inc.'];United States;Medical Care Facilities;Healthcare;;;1.9;9.092;0.0;0.0;2724722000.0;0.0435;0.1538;0.0;2000862000.0;0.0647;0.2364;0.0;936342000.0;0.0536;0.3435;0.0;1954828000.0;0.0607;0.2258;0.0;4217029000.0;0.0533;0.0858;12815550000.0;0.0335;0.0246;0.3291;0.0179;0.0609;0.2126;0.0066;0.1268;0.1561;0.0252;0.2072;0.0731;0.0121;0.3128;0.0542;0.0468;0.3323;0.1794;0.0555;0.3768;3.3123;0.0037;0.1025;1.8103;0.029;0.17;0.0287;0.2695;0.5655;11271903000.0;4.1369;-0.0231;0.1711;1.8298;-0.0143;0.0622;13.8299;0.0601;0.5776;13.3332;0.0547;0.5661
['DECK'];['Deckers Outdoor Corporation'];United States;Footwear & Accessories;Consumer Cyclical;;;3.008;12.078;0.0;0.0;1038671000.0;0.2457;0.146;0.0;981505000.0;0.2547;0.1518;0.0;759563000.0;0.2648;0.1457;0.0;927514000.0;0.2323;0.1342;0.0;2385488000.0;0.2041;0.074;4287763000.0;0.1903;0.0356;0.5563;0.0123;0.0679;0.2422;0.0485;0.1349;0.2289;0.0561;0.1395;0.1771;0.0635;0.1277;0.2422;0.113;0.064;0.2648;0.1057;0.0577;1.093;-0.0065;0.0058;;;;;;;-1235172000.0;-1.1892;-0.0632;0.2156;;;;;;;;;
['DE'];['Deere & Company'];United States;Farm & Heavy Construction Machinery;Industrials;6.48;1.4;3.896;18.493;0.0;0.0;14672000000.0;0.1403;0.2477;0.0;12554000000.0;0.1718;0.2888;0.0;7100000000.0;0.1066;0.3035;0.0;11427000000.0;0.1926;0.3404;0.0;19495000000.0;0.1463;0.2221;50518000000.0;0.0683;0.1627;0.3859;0.0706;0.1019;0.2904;0.0615;0.1217;0.2485;0.085;0.1471;0.1405;0.0164;0.1554;0.0662;0.0094;0.2394;0.1696;0.043;0.2755;2.564;0.0267;0.0397;1.5567;0.0467;0.0691;0.3366;0.024;0.1186;58139000000.0;3.9626;0.0262;0.168;1.647;-0.0175;0.0257;3.5414;-0.0143;0.1217;3.2132;-0.005;0.1269
